score_id,supplier_id,fiscal_year,quarter,otd_score,quality_score,cost_score,responsiveness_score,sustainability_score,composite_score,incidents_reported
SC000993,SUP0063,2021,1,80.92,91.03,89.44,93.18,88.92,87.68,3
SC000994,SUP0063,2021,2,91.55,95.16,82.7,82.94,51.08,85.95,4
SC000995,SUP0063,2021,3,70.25,99.53,84.99,68.29,67.64,81.52,1
SC000996,SUP0063,2021,4,63.58,94.07,74.94,86.84,62.64,77.23,1
SC000997,SUP0063,2022,1,64.92,98.99,80.88,70.74,88.87,81.31,2
SC000998,SUP0063,2022,2,61.73,90.41,88.64,79.12,83.91,79.67,0
SC000999,SUP0063,2022,3,88.17,85.53,87.69,92.18,65.09,85.38,2
SC001000,SUP0063,2022,4,79.76,91.1,95.42,84.81,98.0,88.62,5
SC001001,SUP0063,2023,1,90.26,86.49,85.65,88.39,65.8,85.57,2
SC001002,SUP0063,2023,2,96.54,94.34,90.65,83.64,92.72,93.03,2
SC001003,SUP0063,2023,3,65.98,86.7,72.07,74.08,63.87,74.01,0
SC001004,SUP0063,2023,4,89.54,90.54,81.89,68.04,66.37,83.84,5
SC001005,SUP0063,2024,1,75.36,98.88,97.67,94.2,66.76,87.9,2
SC001006,SUP0063,2024,2,63.43,85.29,77.64,75.58,97.68,77.47,4
SC001007,SUP0063,2024,3,96.16,92.71,90.04,76.2,95.16,91.81,5
SC001008,SUP0063,2024,4,86.23,96.01,99.09,92.65,71.31,90.89,3
SC001009,SUP0064,2021,1,70.7,85.18,91.55,71.03,99.05,82.08,3
SC001010,SUP0064,2021,2,73.21,96.57,79.11,91.49,61.62,82.07,2
SC001011,SUP0064,2021,3,68.82,91.92,99.49,83.49,50.58,81.53,3
SC001012,SUP0064,2021,4,89.55,87.08,96.15,76.97,67.13,86.63,3
SC001013,SUP0064,2022,1,72.79,86.49,84.71,70.68,81.98,79.99,2
SC001014,SUP0064,2022,2,86.47,87.43,99.45,65.69,51.82,83.81,3
SC001015,SUP0064,2022,3,72.16,85.41,98.34,95.88,99.49,86.48,5
SC001016,SUP0064,2022,4,88.74,91.3,70.86,83.98,71.16,83.7,5
SC001017,SUP0064,2023,1,55.66,98.48,91.25,79.9,60.3,78.51,4
SC001018,SUP0064,2023,2,55.47,90.17,77.89,78.74,76.92,74.84,0
SC001019,SUP0064,2023,3,74.91,88.3,75.48,68.07,57.45,76.61,1
SC001020,SUP0064,2023,4,75.53,96.19,99.73,82.12,66.42,86.32,5
SC001021,SUP0064,2024,1,82.21,86.95,72.57,69.27,73.73,79.56,3
SC001022,SUP0064,2024,2,94.89,94.92,76.85,85.38,93.55,90.21,2
SC001023,SUP0064,2024,3,82.29,96.56,75.93,68.44,52.31,80.92,3
SC001024,SUP0064,2024,4,60.95,86.56,70.6,62.98,81.8,72.85,0
SC001025,SUP0065,2021,1,77.32,87.65,88.85,99.04,92.64,86.43,3
SC001026,SUP0065,2021,2,70.72,92.33,87.21,85.99,83.45,83.3,1
SC001027,SUP0065,2021,3,83.84,91.57,99.8,61.96,71.91,85.97,4
SC001028,SUP0065,2021,4,56.04,85.01,79.02,91.09,97.51,76.98,3
SC001029,SUP0065,2022,1,58.82,93.19,84.05,77.62,64.71,76.65,1
SC001030,SUP0065,2022,2,97.61,94.49,71.22,76.72,67.43,86.29,1
SC001031,SUP0065,2022,3,61.05,89.36,97.14,61.48,54.1,76.11,3
SC001032,SUP0065,2022,4,83.85,91.68,80.28,61.5,76.62,82.53,3
SC001033,SUP0065,2023,1,89.23,99.91,76.36,92.74,84.13,89.7,2
SC001034,SUP0065,2023,2,79.89,85.56,71.66,85.97,75.05,80.07,4
SC001035,SUP0065,2023,3,91.65,93.26,80.29,72.78,56.43,84.45,2
SC001036,SUP0065,2023,4,56.87,92.16,81.01,93.48,92.09,79.47,3
SC001037,SUP0065,2024,1,61.63,94.75,84.38,82.17,87.59,80.77,4
SC001038,SUP0065,2024,2,69.54,86.03,94.89,77.15,90.44,82.41,0
SC001039,SUP0065,2024,3,87.21,93.97,94.88,93.41,76.17,90.29,0
SC001040,SUP0065,2024,4,56.12,87.9,91.92,99.3,85.9,80.11,0
SC001041,SUP0066,2021,1,89.65,90.64,98.07,82.84,82.1,90.2,5
SC001042,SUP0066,2021,2,71.38,91.82,79.93,94.56,60.84,80.49,5
SC001043,SUP0066,2021,3,59.13,89.86,91.39,85.8,59.85,77.54,3
SC001044,SUP0066,2021,4,88.18,94.03,84.54,89.3,85.75,89.08,3
SC001045,SUP0066,2022,1,70.68,90.73,82.27,62.12,52.29,76.32,4
SC001046,SUP0066,2022,2,84.15,99.19,87.92,93.86,93.8,91.35,1
SC001047,SUP0066,2022,3,81.88,85.26,95.71,99.69,91.59,88.41,4
SC001048,SUP0066,2022,4,57.25,98.99,85.39,86.43,77.49,80.34,1
SC001049,SUP0066,2023,1,63.84,88.87,78.13,95.51,99.16,80.91,3
SC001050,SUP0066,2023,2,99.17,93.51,91.09,87.74,94.91,94.29,2
SC001051,SUP0066,2023,3,86.75,86.7,84.27,74.69,83.66,84.72,4
SC001052,SUP0066,2023,4,75.28,86.64,88.38,89.68,69.38,82.16,3
SC001053,SUP0066,2024,1,72.98,99.93,85.83,82.37,91.37,86.41,3
SC001054,SUP0066,2024,2,71.96,87.21,92.38,64.4,91.36,81.8,1
SC001055,SUP0066,2024,3,98.23,99.6,78.18,92.02,73.55,91.54,5
SC001056,SUP0066,2024,4,66.23,95.16,71.05,73.72,86.68,78.67,0
SC001057,SUP0067,2021,1,64.02,85.72,71.18,99.99,61.27,75.28,3
SC001058,SUP0067,2021,2,58.74,89.45,70.5,71.67,79.72,73.7,2
SC001059,SUP0067,2021,3,56.94,85.21,78.01,94.58,87.94,76.5,5
SC001060,SUP0067,2021,4,68.3,97.69,85.09,80.17,51.68,80.0,2
SC001061,SUP0067,2022,1,87.11,89.5,81.03,61.31,66.98,82.02,1
SC001062,SUP0067,2022,2,81.91,94.33,87.68,80.71,54.92,83.97,4
SC001063,SUP0067,2022,3,96.0,93.73,81.3,79.95,61.14,87.29,5
SC001064,SUP0067,2022,4,69.21,88.37,79.97,69.95,94.58,79.72,0
SC001065,SUP0067,2023,1,85.41,87.85,71.56,98.81,78.43,84.01,4
SC001066,SUP0067,2023,2,99.28,91.84,86.31,89.07,53.34,88.84,3
SC001067,SUP0067,2023,3,83.59,86.35,71.01,92.75,59.76,80.44,3
SC001068,SUP0067,2023,4,83.48,87.77,96.03,84.5,85.97,87.63,5
SC001069,SUP0067,2024,1,91.58,85.46,95.7,96.49,52.47,87.15,3
SC001070,SUP0067,2024,2,57.45,94.7,99.89,90.11,81.93,82.83,0
SC001071,SUP0067,2024,3,94.31,97.02,94.01,99.85,79.11,94.1,2
SC001072,SUP0067,2024,4,67.22,89.18,75.17,97.69,84.0,80.12,0
SC001073,SUP0068,2021,1,72.27,96.73,98.45,66.39,79.46,84.97,0
SC001074,SUP0068,2021,2,60.97,88.31,70.86,92.16,91.53,77.33,0
SC001075,SUP0068,2021,3,86.43,97.68,89.16,62.27,89.44,88.24,4
SC001076,SUP0068,2021,4,85.79,87.55,91.48,84.94,65.27,85.32,3
SC001077,SUP0068,2022,1,84.68,99.64,90.45,71.01,92.98,89.78,0
SC001078,SUP0068,2022,2,92.59,92.26,70.45,84.42,81.55,86.14,1
SC001079,SUP0068,2022,3,85.97,89.09,79.97,93.14,53.22,83.15,5
SC001080,SUP0068,2022,4,76.58,91.64,81.08,80.07,50.81,79.77,5
SC001081,SUP0068,2023,1,96.39,90.99,86.36,74.48,82.57,89.19,4
SC001082,SUP0068,2023,2,83.69,95.59,70.38,83.0,59.71,82.13,3
SC001083,SUP0068,2023,3,75.65,86.21,73.63,71.04,56.99,76.09,3
SC001084,SUP0068,2023,4,71.22,92.8,73.88,85.95,74.13,79.99,3
SC001085,SUP0068,2024,1,81.79,95.43,94.88,85.89,96.58,90.39,1
SC001086,SUP0068,2024,2,66.11,99.31,74.06,72.22,95.05,81.16,3
SC001087,SUP0068,2024,3,90.89,97.7,97.57,81.34,95.27,93.75,3
SC001088,SUP0068,2024,4,57.95,86.1,91.63,76.62,94.92,78.7,2
SC001089,SUP0069,2021,1,56.36,85.62,75.22,70.67,84.01,73.11,4
SC001090,SUP0069,2021,2,58.54,90.93,96.58,65.67,64.53,77.18,5
SC001091,SUP0069,2021,3,94.73,93.75,81.2,97.69,98.13,92.37,0
SC001092,SUP0069,2021,4,66.11,93.4,81.1,86.87,83.33,81.09,3
SC001093,SUP0069,2022,1,59.35,89.48,90.55,74.46,96.51,79.86,4
SC001094,SUP0069,2022,2,80.48,95.46,70.73,73.17,56.05,79.85,2
SC001095,SUP0069,2022,3,64.82,92.64,93.54,88.55,59.87,80.79,0
SC001096,SUP0069,2022,4,76.83,87.94,85.11,70.89,55.27,79.07,2
SC001097,SUP0069,2023,1,79.38,94.78,83.04,81.83,54.88,82.53,0
SC001098,SUP0069,2023,2,58.85,98.07,86.21,91.28,60.57,79.5,1
SC001099,SUP0069,2023,3,97.81,91.29,70.01,90.38,80.26,87.8,1
SC001100,SUP0069,2023,4,70.73,92.8,84.19,68.64,70.65,79.83,1
SC001101,SUP0069,2024,1,77.15,95.35,85.65,96.88,64.47,85.02,4
SC001102,SUP0069,2024,2,61.22,95.64,86.01,70.75,74.36,78.77,1
SC001103,SUP0069,2024,3,64.84,98.53,98.6,91.87,51.2,83.04,3
SC001104,SUP0069,2024,4,62.83,93.24,73.97,67.07,65.46,74.87,2
SC001105,SUP0070,2021,1,57.48,90.84,91.98,64.25,90.96,78.41,3
SC001106,SUP0070,2021,2,60.62,89.09,76.38,92.71,91.22,78.58,5
SC001107,SUP0070,2021,3,90.42,85.03,76.62,90.91,68.9,83.94,5
SC001108,SUP0070,2021,4,89.44,89.08,79.74,86.51,55.99,83.75,3
SC001109,SUP0070,2022,1,99.66,94.73,91.4,78.2,75.67,91.98,1
SC001110,SUP0070,2022,2,57.89,99.78,73.87,81.03,89.6,79.14,2
SC001111,SUP0070,2022,3,73.37,89.68,86.33,80.17,90.8,83.28,0
SC001112,SUP0070,2022,4,82.66,92.03,75.79,77.83,99.0,85.25,1
SC001113,SUP0070,2023,1,71.83,99.78,74.95,60.03,90.95,81.57,5
SC001114,SUP0070,2023,2,97.59,90.28,73.4,87.48,51.73,84.96,2
SC001115,SUP0070,2023,3,86.16,88.75,73.39,62.94,72.4,80.68,4
SC001116,SUP0070,2023,4,61.58,96.3,98.18,90.15,54.54,81.47,3
SC001117,SUP0070,2024,1,69.51,92.44,91.36,66.74,95.77,83.11,1
SC001118,SUP0070,2024,2,94.52,95.42,90.03,94.36,96.79,94.1,5
SC001119,SUP0070,2024,3,93.24,87.23,86.73,96.07,87.87,89.88,2
SC001120,SUP0070,2024,4,64.91,96.89,74.54,80.87,64.03,77.94,1
SC001121,SUP0071,2021,1,57.37,93.6,84.36,67.04,56.88,74.55,5
SC001122,SUP0071,2021,2,77.56,93.21,92.28,79.98,75.36,85.22,2
SC001123,SUP0071,2021,3,58.84,89.29,97.74,93.12,98.33,83.13,1
SC001124,SUP0071,2021,4,92.7,90.6,95.21,98.7,58.73,89.78,0
SC001125,SUP0071,2022,1,86.42,91.01,96.84,88.51,70.3,88.48,2
SC001126,SUP0071,2022,2,56.55,96.54,71.6,68.64,66.53,73.76,5
SC001127,SUP0071,2022,3,57.96,88.31,90.76,82.16,98.25,80.07,4
SC001128,SUP0071,2022,4,64.25,94.43,78.87,68.56,91.78,79.41,2
SC001129,SUP0071,2023,1,81.2,86.31,96.76,65.27,90.44,85.18,3
SC001130,SUP0071,2023,2,78.21,87.7,95.2,95.94,51.26,83.53,0
SC001131,SUP0071,2023,3,65.75,88.2,76.96,83.59,62.18,76.15,4
SC001132,SUP0071,2023,4,70.18,88.65,92.37,79.42,85.41,82.61,4
SC001133,SUP0071,2024,1,92.87,87.44,71.21,79.76,97.37,86.05,5
SC001134,SUP0071,2024,2,92.18,85.2,90.12,80.33,81.03,87.37,2
SC001135,SUP0071,2024,3,92.62,99.69,84.53,88.44,96.01,93.04,2
SC001136,SUP0071,2024,4,89.63,93.84,75.24,62.3,88.23,85.14,2
SC001137,SUP0072,2021,1,66.69,95.07,75.31,77.8,76.44,79.01,3
SC001138,SUP0072,2021,2,61.29,93.49,76.72,81.95,64.72,76.44,2
SC001139,SUP0072,2021,3,82.25,96.06,71.58,60.93,87.25,82.63,4
SC001140,SUP0072,2021,4,66.26,93.03,95.78,93.43,89.62,85.25,2
SC001141,SUP0072,2022,1,77.76,91.26,70.17,91.93,73.88,81.32,1
SC001142,SUP0072,2022,2,58.57,85.25,96.62,82.79,81.67,78.92,2
SC001143,SUP0072,2022,3,77.64,90.22,90.06,93.79,55.53,83.3,3
SC001144,SUP0072,2022,4,57.69,94.04,74.82,90.11,52.14,74.71,3
SC001145,SUP0072,2023,1,68.99,87.33,89.76,75.63,69.99,79.41,1
SC001146,SUP0072,2023,2,90.49,91.65,73.37,95.98,73.2,86.23,5
SC001147,SUP0072,2023,3,99.87,94.11,90.35,78.19,89.27,93.01,5
SC001148,SUP0072,2023,4,77.97,93.18,77.26,79.75,84.36,83.21,0
SC001149,SUP0072,2024,1,79.23,85.71,75.24,88.44,62.69,79.64,1
SC001150,SUP0072,2024,2,72.29,90.79,78.37,99.82,87.86,83.37,0
SC001151,SUP0072,2024,3,97.47,89.16,77.42,64.59,52.52,83.18,0
SC001152,SUP0072,2024,4,85.58,96.99,85.84,66.5,60.89,84.68,2
SC001153,SUP0073,2021,1,62.34,98.83,89.14,60.78,99.78,82.24,0
SC001154,SUP0073,2021,2,80.48,99.87,90.54,71.95,99.12,89.32,5
SC001155,SUP0073,2021,3,93.33,89.59,97.39,79.05,87.96,91.06,4
SC001156,SUP0073,2021,4,92.61,98.6,94.74,68.58,99.51,93.12,0
SC001157,SUP0073,2022,1,74.57,85.22,74.61,73.22,78.58,78.04,5
SC001158,SUP0073,2022,2,77.02,85.71,70.29,94.25,98.08,82.11,4
SC001159,SUP0073,2022,3,58.62,86.05,85.3,81.34,81.23,76.72,1
SC001160,SUP0073,2022,4,56.07,97.5,80.19,78.21,68.23,76.75,3
SC001161,SUP0073,2023,1,82.5,93.56,71.95,64.58,52.15,78.88,0
SC001162,SUP0073,2023,2,88.55,90.45,90.42,69.77,53.34,84.1,1
SC001163,SUP0073,2023,3,93.9,92.79,71.44,64.46,53.31,82.07,4
SC001164,SUP0073,2023,4,94.81,95.53,96.4,77.01,50.36,89.12,5
SC001165,SUP0073,2024,1,64.26,89.99,88.34,85.03,98.22,82.27,5
SC001166,SUP0073,2024,2,67.17,96.16,95.38,84.4,83.88,84.9,0
SC001167,SUP0073,2024,3,70.38,95.4,91.33,75.6,94.75,85.03,5
SC001168,SUP0073,2024,4,84.46,98.43,82.92,91.4,92.45,89.84,2
SC001169,SUP0074,2021,1,63.87,94.94,88.3,71.03,50.7,77.48,4
SC001170,SUP0074,2021,2,59.48,88.1,75.49,73.29,58.29,72.53,5
SC001171,SUP0074,2021,3,58.33,98.73,99.94,71.96,83.12,82.61,5
SC001172,SUP0074,2021,4,60.15,99.86,81.08,84.03,72.58,79.88,1
SC001173,SUP0074,2022,1,60.04,87.0,78.63,72.83,54.25,72.55,1
SC001174,SUP0074,2022,2,98.02,96.13,86.51,87.59,59.33,90.24,3
SC001175,SUP0074,2022,3,81.52,88.69,97.8,82.04,55.83,84.41,3
SC001176,SUP0074,2022,4,89.34,90.59,84.28,72.46,77.75,85.86,4
SC001177,SUP0074,2023,1,56.72,88.07,80.78,86.63,50.65,73.32,4
SC001178,SUP0074,2023,2,58.86,96.66,87.25,71.78,55.83,76.87,3
SC001179,SUP0074,2023,3,73.09,91.08,97.44,61.19,93.25,84.18,4
SC001180,SUP0074,2023,4,68.45,93.59,93.57,70.21,58.3,80.18,0
SC001181,SUP0074,2024,1,82.44,95.05,98.95,93.62,61.95,88.59,3
SC001182,SUP0074,2024,2,89.53,85.49,91.22,78.33,60.71,84.65,0
SC001183,SUP0074,2024,3,68.96,86.68,83.18,69.42,72.73,77.54,5
SC001184,SUP0074,2024,4,84.93,97.91,82.25,71.67,94.61,87.93,4
SC001185,SUP0075,2021,1,57.44,95.7,83.04,98.95,89.59,81.4,4
SC001186,SUP0075,2021,2,99.34,96.5,82.37,97.17,77.42,92.69,1
SC001187,SUP0075,2021,3,88.4,93.34,96.1,63.14,92.76,89.33,0
SC001188,SUP0075,2021,4,66.02,88.37,77.2,75.49,53.79,74.68,1
SC001189,SUP0075,2022,1,84.07,97.9,87.22,85.41,77.22,88.3,2
SC001190,SUP0075,2022,2,88.94,91.71,81.57,98.48,58.63,86.22,3
SC001191,SUP0075,2022,3,58.78,91.4,99.46,75.21,81.26,80.59,2
SC001192,SUP0075,2022,4,86.22,85.3,86.92,87.64,54.3,83.03,2
SC001193,SUP0075,2023,1,61.32,92.77,76.48,98.93,77.79,79.19,1
SC001194,SUP0075,2023,2,88.97,88.28,98.96,93.94,78.25,90.19,5
SC001195,SUP0075,2023,3,74.54,86.46,93.81,77.13,98.18,84.59,1
SC001196,SUP0075,2023,4,87.52,87.53,96.07,98.08,87.22,90.26,2
SC001197,SUP0075,2024,1,95.65,96.22,86.65,62.02,92.51,90.34,4
SC001198,SUP0075,2024,2,70.73,90.69,74.7,80.09,51.23,76.5,1
SC001199,SUP0075,2024,3,59.81,85.36,92.12,78.56,84.21,78.25,0
SC001200,SUP0075,2024,4,87.58,87.39,84.7,97.63,91.94,88.39,2
SC001201,SUP0076,2021,1,89.73,94.31,97.6,95.59,98.54,94.14,0
SC001202,SUP0076,2021,2,69.3,96.28,96.81,85.07,56.78,83.22,2
SC001203,SUP0076,2021,3,91.53,88.9,81.5,90.97,53.11,84.84,0
SC001204,SUP0076,2021,4,97.25,96.17,76.36,68.39,70.55,87.19,3
SC001205,SUP0076,2022,1,81.2,95.72,86.12,98.77,50.68,85.24,3
SC001206,SUP0076,2022,2,77.87,85.23,70.32,80.74,72.86,78.35,0
SC001207,SUP0076,2022,3,68.38,92.39,99.42,81.84,78.96,84.19,3
SC001208,SUP0076,2022,4,55.92,93.43,74.49,88.87,80.46,76.64,5
SC001209,SUP0076,2023,1,77.61,95.4,75.14,66.07,81.99,81.74,3
SC001210,SUP0076,2023,2,81.51,94.69,71.67,82.21,57.85,81.2,2
SC001211,SUP0076,2023,3,75.31,92.19,77.82,88.01,98.62,84.48,3
SC001212,SUP0076,2023,4,65.22,89.2,81.13,95.12,92.42,81.31,3
SC001213,SUP0076,2024,1,86.29,87.45,95.84,66.68,88.74,86.83,2
SC001214,SUP0076,2024,2,91.36,95.82,89.27,70.99,58.2,86.93,2
SC001215,SUP0076,2024,3,79.83,87.89,84.93,85.9,83.98,84.29,1
SC001216,SUP0076,2024,4,69.69,95.53,79.07,82.45,55.87,79.21,4
SC001217,SUP0077,2021,1,71.5,99.42,84.41,98.54,74.19,85.43,5
SC001218,SUP0077,2021,2,97.06,92.43,77.96,65.18,94.91,88.45,1
SC001219,SUP0077,2021,3,91.94,90.17,77.68,66.31,64.43,83.24,4
SC001220,SUP0077,2021,4,81.49,94.76,86.9,84.09,83.8,87.04,4
SC001221,SUP0077,2022,1,84.62,96.7,90.76,90.2,93.05,90.87,1
SC001222,SUP0077,2022,2,74.44,87.86,76.16,76.04,89.5,80.48,2
SC001223,SUP0077,2022,3,82.09,97.78,82.2,89.27,81.02,87.43,3
SC001224,SUP0077,2022,4,85.34,89.72,89.23,66.23,80.82,85.07,5
SC001225,SUP0077,2023,1,98.26,90.42,82.89,62.22,67.56,86.16,5
SC001226,SUP0077,2023,2,74.92,99.42,73.38,71.8,71.65,81.32,1
SC001227,SUP0077,2023,3,78.9,94.21,94.39,74.22,55.43,83.78,5
SC001228,SUP0077,2023,4,61.7,88.71,94.87,89.38,96.92,82.73,3
SC001229,SUP0077,2024,1,77.29,97.8,99.97,94.51,60.21,87.99,2
SC001230,SUP0077,2024,2,78.8,90.82,78.16,90.18,75.03,83.04,4
SC001231,SUP0077,2024,3,75.26,87.49,90.59,71.67,52.77,79.39,2
SC001232,SUP0077,2024,4,93.71,99.33,70.04,70.57,55.21,84.5,2
SC001233,SUP0078,2021,1,87.16,99.08,87.18,96.74,74.66,90.45,5
SC001234,SUP0078,2021,2,58.88,91.69,95.45,82.37,85.72,81.07,1
SC001235,SUP0078,2021,3,61.66,88.43,92.93,94.09,70.66,80.09,1
SC001236,SUP0078,2021,4,73.1,98.65,96.04,95.51,74.74,87.76,3
SC001237,SUP0078,2022,1,68.64,92.15,87.41,72.6,72.76,80.25,5
SC001238,SUP0078,2022,2,61.76,88.91,87.19,71.94,82.82,78.11,2
SC001239,SUP0078,2022,3,80.53,91.92,98.5,97.18,79.78,89.13,3
SC001240,SUP0078,2022,4,71.61,95.23,76.01,94.36,74.66,82.16,1
SC001241,SUP0078,2023,1,88.35,93.44,93.1,77.81,91.48,90.09,1
SC001242,SUP0078,2023,2,94.73,86.17,96.52,75.97,58.63,87.03,5
SC001243,SUP0078,2023,3,87.33,94.77,73.68,65.43,63.29,82.24,2
SC001244,SUP0078,2023,4,81.15,87.31,71.41,73.14,62.9,78.42,1
SC001245,SUP0078,2024,1,93.36,89.25,93.87,77.69,84.32,89.76,0
SC001246,SUP0078,2024,2,84.15,96.31,77.94,83.42,56.29,83.7,3
SC001247,SUP0078,2024,3,87.36,95.55,99.86,64.64,81.99,89.51,5
SC001248,SUP0078,2024,4,72.0,89.15,96.14,61.02,92.14,82.89,1
SC001249,SUP0079,2021,1,69.43,98.39,74.7,72.21,80.21,80.53,1
SC001250,SUP0079,2021,2,95.53,89.41,97.02,98.08,72.77,91.97,5
SC001251,SUP0079,2021,3,86.31,94.13,75.77,99.14,91.27,88.33,2
SC001252,SUP0079,2021,4,83.18,92.67,96.07,98.48,93.79,91.2,1
SC001253,SUP0079,2022,1,92.09,92.07,74.04,78.01,67.34,84.59,4
SC001254,SUP0079,2022,2,56.34,86.98,77.74,68.43,50.16,70.4,0
SC001255,SUP0079,2022,3,57.31,87.37,85.97,77.26,88.54,77.18,5
SC001256,SUP0079,2022,4,82.63,91.03,70.69,97.03,92.3,85.17,2
SC001257,SUP0079,2023,1,93.18,95.59,74.38,61.2,74.66,85.09,2
SC001258,SUP0079,2023,2,63.88,95.86,75.45,64.79,62.4,75.73,0
SC001259,SUP0079,2023,3,78.37,94.77,90.0,77.06,99.53,87.6,0
SC001260,SUP0079,2023,4,98.49,87.52,91.42,64.44,99.48,90.48,2
SC001261,SUP0079,2024,1,77.79,88.53,87.99,92.58,69.91,83.74,4
SC001262,SUP0079,2024,2,94.76,85.53,77.49,75.7,77.96,84.95,4
SC001263,SUP0079,2024,3,55.6,98.89,98.24,85.65,67.71,81.33,2
SC001264,SUP0079,2024,4,56.61,98.86,87.18,89.15,85.84,81.58,3
SC001265,SUP0080,2021,1,77.82,89.32,70.59,85.18,73.89,80.17,0
SC001266,SUP0080,2021,2,73.24,87.03,71.77,75.34,95.77,79.55,0
SC001267,SUP0080,2021,3,73.0,89.32,85.21,72.78,63.46,79.36,3
SC001268,SUP0080,2021,4,82.72,94.77,74.22,67.61,91.45,84.0,4
SC001269,SUP0080,2022,1,55.92,95.67,87.47,80.84,75.29,78.58,2
SC001270,SUP0080,2022,2,73.48,95.44,73.46,86.82,65.51,80.6,2
SC001271,SUP0080,2022,3,56.43,98.68,84.61,68.86,92.03,79.54,1
SC001272,SUP0080,2022,4,88.29,99.29,72.8,93.73,88.59,89.07,0
SC001273,SUP0080,2023,1,59.95,88.5,86.05,82.64,56.59,75.67,3
SC001274,SUP0080,2023,2,97.67,91.21,74.7,61.26,56.34,83.36,4
SC001275,SUP0080,2023,3,73.6,87.91,73.08,71.15,93.27,79.51,3
SC001276,SUP0080,2023,4,78.94,87.82,82.14,91.57,54.26,81.04,4
SC001277,SUP0080,2024,1,99.54,87.1,72.93,73.14,74.14,85.31,2
SC001278,SUP0080,2024,2,56.22,99.44,95.64,84.58,56.82,79.97,4
SC001279,SUP0080,2024,3,92.52,87.1,96.69,89.89,91.76,91.39,5
SC001280,SUP0080,2024,4,67.99,85.35,93.97,63.54,74.16,78.57,2
SC001281,SUP0081,2021,1,82.99,96.17,84.72,98.72,57.84,86.35,3
SC001282,SUP0081,2021,2,77.85,98.18,90.58,68.76,82.97,86.1,1
SC001283,SUP0081,2021,3,82.6,94.4,96.56,86.03,71.12,88.13,5
SC001284,SUP0081,2021,4,85.19,86.19,73.11,86.85,58.35,80.56,4
SC001285,SUP0081,2022,1,69.84,95.38,75.08,81.59,78.45,80.59,3
SC001286,SUP0081,2022,2,82.65,97.46,75.18,70.07,80.44,84.12,5
SC001287,SUP0081,2022,3,93.84,93.3,79.46,79.06,53.53,85.29,4
SC001288,SUP0081,2022,4,73.12,87.98,73.91,65.88,77.62,77.46,1
SC001289,SUP0081,2023,1,58.27,97.13,94.85,72.58,69.6,79.81,4
SC001290,SUP0081,2023,2,65.14,94.0,81.78,92.61,63.81,79.74,0
SC001291,SUP0081,2023,3,76.09,95.99,88.49,65.64,63.47,82.23,5
SC001292,SUP0081,2023,4,58.96,89.28,75.95,66.12,88.47,75.12,2
SC001293,SUP0081,2024,1,78.7,85.05,84.52,73.76,53.64,78.77,4
SC001294,SUP0081,2024,2,59.06,88.07,89.3,79.32,62.95,76.23,2
SC001295,SUP0081,2024,3,89.91,96.95,77.83,86.09,69.16,87.15,1
SC001296,SUP0081,2024,4,67.67,97.97,75.2,84.28,98.71,83.03,1
SC001297,SUP0082,2021,1,68.65,85.63,83.65,60.99,60.46,75.16,0
SC001298,SUP0082,2021,2,64.74,96.52,87.72,61.34,90.91,81.15,4
SC001299,SUP0082,2021,3,68.01,95.48,86.39,77.48,87.39,82.81,1
SC001300,SUP0082,2021,4,69.46,88.89,84.89,75.67,97.93,81.84,2
SC001301,SUP0082,2022,1,84.62,92.82,86.78,75.16,93.94,87.5,3
SC001302,SUP0082,2022,2,85.31,89.26,70.37,94.96,50.27,80.97,2
SC001303,SUP0082,2022,3,78.66,89.77,88.82,99.5,63.9,84.63,5
SC001304,SUP0082,2022,4,92.59,90.93,72.17,64.59,60.61,82.01,2
SC001305,SUP0082,2023,1,78.38,87.58,78.4,85.8,67.43,80.79,0
SC001306,SUP0082,2023,2,56.14,91.65,70.56,80.92,77.33,74.27,0
SC001307,SUP0082,2023,3,89.22,85.94,85.82,76.07,60.1,83.33,0
SC001308,SUP0082,2023,4,73.78,98.78,84.92,84.54,71.15,84.32,0
SC001309,SUP0082,2024,1,75.45,98.69,83.02,70.55,76.56,83.56,2
SC001310,SUP0082,2024,2,77.59,86.26,98.29,97.05,97.89,88.31,5
SC001311,SUP0082,2024,3,98.55,86.76,93.82,70.19,68.24,88.2,2
SC001312,SUP0082,2024,4,63.45,87.98,78.16,63.78,67.8,74.22,1
SC001313,SUP0083,2021,1,79.15,86.64,77.99,88.57,68.65,81.06,3
SC001314,SUP0083,2021,2,68.49,86.18,82.97,92.66,86.85,80.95,0
SC001315,SUP0083,2021,3,66.66,86.68,94.59,80.37,86.31,81.59,5
SC001316,SUP0083,2021,4,84.19,93.62,97.15,99.09,77.58,90.44,1
SC001317,SUP0083,2022,1,88.27,91.66,73.28,79.21,53.38,81.89,1
SC001318,SUP0083,2022,2,60.9,85.45,85.28,87.85,94.65,79.21,5
SC001319,SUP0083,2022,3,86.44,93.27,78.24,83.71,50.03,82.93,5
SC001320,SUP0083,2022,4,90.0,89.98,70.87,66.35,87.73,83.58,0
SC001321,SUP0083,2023,1,73.33,85.96,77.64,85.83,99.3,81.83,0
SC001322,SUP0083,2023,2,76.33,86.45,89.36,82.33,55.05,80.44,5
SC001323,SUP0083,2023,3,55.17,93.96,89.25,85.14,55.92,76.69,5
