po_id,supplier_id,product_id,plant_id,order_date,fiscal_year,fiscal_month,scheduled_delivery,actual_delivery,delay_days,quantity_ordered,unit_price_usd,total_value_usd,status,defect_rate_pct,on_time_delivery
PO002147,SUP0018,PRD0057,PLT007,2024-03-08,2024,3,2024-03-27,2024-03-27,0,2873,1566.71,4501157.83,Delivered,3.08,Y
PO002148,SUP0116,PRD0042,PLT006,2021-10-07,2021,10,2021-10-11,2021-10-11,0,1037,688.42,713891.54,Delivered,3.51,Y
PO002149,SUP0112,PRD0031,PLT005,2022-07-21,2022,7,2022-08-19,2022-08-19,0,3372,334.87,1129181.64,Partial,1.83,Y
PO002150,SUP0092,PRD0035,PLT001,2022-04-23,2022,4,2022-05-14,2022-05-14,0,489,341.83,167154.87,Delivered,3.48,Y
PO002151,SUP0034,PRD0037,PLT007,2022-04-27,2022,4,2022-05-14,2022-05-14,0,2409,1635.02,3938763.18,Delivered,2.75,Y
PO002152,SUP0047,PRD0044,PLT006,2022-07-21,2022,7,2022-08-10,2022-09-09,30,2555,366.08,935334.4,Delayed,5.99,N
PO002153,SUP0073,PRD0001,PLT005,2024-04-22,2024,4,2024-05-24,2024-05-24,0,2978,1023.58,3048221.24,Cancelled,1.66,Y
PO002154,SUP0033,PRD0050,PLT003,2022-05-25,2022,5,2022-07-06,2022-07-12,6,426,926.78,394808.28,Partial,2.69,N
PO002155,SUP0061,PRD0039,PLT003,2022-12-25,2022,12,2023-02-07,2023-02-07,0,4520,803.85,3633402.0,Cancelled,3.32,Y
PO002156,SUP0100,PRD0038,PLT002,2023-12-09,2023,12,2023-12-17,2024-01-08,22,3276,523.5,1714986.0,Partial,5.49,N
PO002157,SUP0068,PRD0030,PLT003,2022-03-03,2022,3,2022-03-13,2022-04-12,30,2130,254.04,541105.2,Delivered,3.5,N
PO002158,SUP0072,PRD0002,PLT005,2022-07-24,2022,7,2022-08-18,2022-08-18,0,653,1721.61,1124211.33,Delayed,2.22,Y
PO002159,SUP0048,PRD0043,PLT005,2023-03-02,2023,3,2023-03-24,2023-03-24,0,1653,597.53,987717.09,Partial,1.11,Y
PO002160,SUP0109,PRD0060,PLT003,2024-09-02,2024,9,2024-10-08,2024-10-10,2,2598,545.27,1416611.46,Cancelled,6.81,N
PO002161,SUP0065,PRD0003,PLT007,2024-08-04,2024,8,2024-08-13,2024-08-13,0,2927,1507.4,4412159.8,Delayed,4.29,Y
PO002162,SUP0111,PRD0020,PLT002,2022-05-01,2022,5,2022-06-11,2022-06-11,0,2338,322.44,753864.72,Delivered,4.77,Y
PO002163,SUP0016,PRD0035,PLT001,2023-09-24,2023,9,2023-10-09,2023-10-09,0,1199,157.96,189394.04,Delivered,4.22,Y
PO002164,SUP0086,PRD0032,PLT007,2022-03-28,2022,3,2022-05-03,2022-05-23,20,4242,1303.67,5530168.14,Partial,2.76,N
PO002165,SUP0113,PRD0012,PLT003,2021-07-02,2021,7,2021-08-06,2021-08-09,3,2032,653.49,1327891.68,Delivered,4.33,N
PO002166,SUP0010,PRD0047,PLT005,2023-01-26,2023,1,2023-02-12,2023-02-12,0,4064,1697.45,6898436.8,Delayed,5.58,Y
PO002167,SUP0089,PRD0031,PLT004,2024-05-01,2024,5,2024-05-20,2024-05-20,0,3171,1888.62,5988814.02,Delivered,1.47,Y
PO002168,SUP0105,PRD0012,PLT007,2023-09-13,2023,9,2023-10-24,2023-10-24,0,4627,1928.0,8920856.0,Delivered,7.66,Y
PO002169,SUP0017,PRD0044,PLT005,2023-07-21,2023,7,2023-08-25,2023-08-25,0,4491,1988.09,8928512.19,Delivered,0.29,Y
PO002170,SUP0094,PRD0006,PLT004,2024-08-26,2024,8,2024-09-21,2024-10-17,26,603,841.97,507707.91,Partial,0.52,N
PO002171,SUP0099,PRD0053,PLT008,2022-01-01,2022,1,2022-01-26,2022-01-26,0,3569,209.64,748205.16,In Transit,7.96,Y
PO002172,SUP0030,PRD0052,PLT006,2023-12-16,2023,12,2024-01-26,2024-01-26,0,832,711.28,591784.96,Partial,6.24,Y
PO002173,SUP0008,PRD0016,PLT008,2021-11-13,2021,11,2021-11-24,2021-11-24,0,1482,280.28,415374.96,Delivered,6.45,Y
PO002174,SUP0016,PRD0043,PLT004,2024-04-26,2024,4,2024-05-11,2024-05-23,12,4377,1711.48,7491147.96,Delivered,1.57,N
PO002175,SUP0106,PRD0019,PLT004,2024-11-09,2024,11,2024-12-01,2024-12-01,0,1553,60.3,93645.9,Partial,1.42,Y
PO002176,SUP0055,PRD0014,PLT001,2021-07-20,2021,7,2021-08-30,2021-08-30,0,3503,1665.52,5834316.56,Delayed,1.43,Y
PO002177,SUP0053,PRD0034,PLT008,2021-12-09,2021,12,2022-01-08,2022-01-08,0,3796,1158.5,4397666.0,Delivered,5.14,Y
PO002178,SUP0021,PRD0041,PLT005,2023-10-11,2023,10,2023-11-07,2023-11-07,0,1093,1817.94,1987008.42,Delivered,4.11,Y
PO002179,SUP0044,PRD0056,PLT003,2024-11-24,2024,11,2024-12-21,2024-12-21,0,4670,1004.47,4690874.9,Cancelled,6.12,Y
PO002180,SUP0012,PRD0003,PLT005,2021-11-25,2021,11,2021-11-30,2021-12-05,5,818,1141.88,934057.84,Delivered,7.65,N
PO002181,SUP0015,PRD0048,PLT008,2021-03-22,2021,3,2021-05-02,2021-05-24,22,1577,1931.58,3046101.66,Delivered,1.0,N
PO002182,SUP0059,PRD0044,PLT001,2021-01-17,2021,1,2021-01-25,2021-01-25,0,1443,1002.46,1446549.78,Partial,1.89,Y
PO002183,SUP0085,PRD0044,PLT008,2023-06-12,2023,6,2023-06-25,2023-07-08,13,969,794.97,770325.93,Delivered,5.13,N
PO002184,SUP0048,PRD0005,PLT005,2024-08-18,2024,8,2024-09-09,2024-09-09,0,2842,1035.21,2942066.82,In Transit,4.06,Y
PO002185,SUP0111,PRD0034,PLT008,2023-09-28,2023,9,2023-11-08,2023-11-08,0,1957,152.87,299166.59,Partial,7.11,Y
PO002186,SUP0117,PRD0007,PLT003,2022-10-24,2022,10,2022-12-02,2022-11-29,-3,840,372.91,313244.4,Delivered,5.27,Y
PO002187,SUP0110,PRD0036,PLT008,2022-06-09,2022,6,2022-06-28,2022-06-28,0,1747,1401.35,2448158.45,Delivered,6.55,Y
PO002188,SUP0021,PRD0024,PLT005,2021-06-03,2021,6,2021-06-30,2021-07-01,1,3945,534.25,2107616.25,In Transit,0.26,N
PO002189,SUP0114,PRD0017,PLT001,2021-04-21,2021,4,2021-05-15,2021-05-15,0,882,159.93,141058.26,Partial,5.39,Y
PO002190,SUP0042,PRD0017,PLT005,2022-12-27,2022,12,2023-02-01,2023-02-01,0,1853,1472.21,2728005.13,Cancelled,2.5,Y
PO002191,SUP0046,PRD0042,PLT008,2021-03-05,2021,3,2021-03-31,2021-04-08,8,1256,285.32,358361.92,Partial,5.04,N
PO002192,SUP0052,PRD0050,PLT004,2024-09-10,2024,9,2024-10-25,2024-10-25,0,876,702.38,615284.88,Delivered,6.9,Y
PO002193,SUP0015,PRD0008,PLT005,2023-03-28,2023,3,2023-05-08,2023-05-10,2,1687,1065.49,1797481.63,Delivered,4.4,N
PO002194,SUP0088,PRD0032,PLT007,2021-08-14,2021,8,2021-08-24,2021-08-24,0,2526,110.68,279577.68,Delivered,4.27,Y
PO002195,SUP0067,PRD0003,PLT007,2024-12-03,2024,12,2024-12-28,2025-01-17,20,2378,639.56,1520873.68,Cancelled,6.09,N
PO002196,SUP0083,PRD0057,PLT002,2021-12-04,2021,12,2021-12-21,2021-12-21,0,4591,317.02,1455438.82,Partial,4.31,Y
PO002197,SUP0036,PRD0030,PLT008,2024-08-12,2024,8,2024-09-11,2024-09-11,0,215,299.84,64465.6,Delivered,7.5,Y
PO002198,SUP0031,PRD0036,PLT005,2024-06-01,2024,6,2024-06-29,2024-07-23,24,3439,335.17,1152649.63,Delivered,2.77,N
PO002199,SUP0118,PRD0033,PLT008,2022-09-15,2022,9,2022-10-15,2022-10-15,0,475,272.62,129494.5,Partial,5.22,Y
PO002200,SUP0102,PRD0023,PLT005,2024-04-15,2024,4,2024-05-06,2024-05-22,16,2748,92.93,255371.64,In Transit,7.13,N
PO002201,SUP0042,PRD0037,PLT005,2021-11-01,2021,11,2021-12-07,2021-12-07,0,1123,1197.56,1344859.88,Delivered,5.29,Y
PO002202,SUP0038,PRD0029,PLT002,2022-07-06,2022,7,2022-07-15,2022-07-15,0,532,1062.9,565462.8,Delivered,3.5,Y
PO002203,SUP0098,PRD0038,PLT003,2021-10-14,2021,10,2021-11-23,2021-11-23,0,1967,1807.73,3555804.91,Partial,5.48,Y
PO002204,SUP0079,PRD0035,PLT006,2021-12-12,2021,12,2022-01-04,2022-01-04,0,3487,672.72,2345774.64,Cancelled,0.17,Y
PO002205,SUP0017,PRD0028,PLT004,2021-07-07,2021,7,2021-08-11,2021-09-03,23,3048,230.78,703417.44,Delivered,2.11,N
PO002206,SUP0030,PRD0004,PLT005,2021-07-23,2021,7,2021-09-02,2021-09-02,0,1213,1683.92,2042594.96,Delivered,0.85,Y
PO002207,SUP0078,PRD0058,PLT004,2023-02-14,2023,2,2023-02-18,2023-02-18,0,4257,696.3,2964149.1,Delivered,3.48,Y
PO002208,SUP0043,PRD0054,PLT004,2021-01-23,2021,1,2021-02-07,2021-02-07,0,203,317.6,64472.8,Delivered,0.44,Y
PO002209,SUP0009,PRD0023,PLT005,2022-04-08,2022,4,2022-04-18,2022-04-18,0,1386,270.78,375301.08,Delivered,1.48,Y
PO002210,SUP0058,PRD0008,PLT002,2021-09-26,2021,9,2021-10-24,2021-10-24,0,941,379.59,357194.19,Delivered,4.21,Y
PO002211,SUP0059,PRD0024,PLT005,2023-01-22,2023,1,2023-01-30,2023-02-10,11,4573,416.76,1905843.48,Delivered,1.11,N
PO002212,SUP0036,PRD0048,PLT006,2022-02-10,2022,2,2022-03-12,2022-03-12,0,4755,80.19,381303.45,Delivered,4.21,Y
PO002213,SUP0097,PRD0016,PLT004,2024-10-17,2024,10,2024-11-14,2024-11-14,0,3848,1195.15,4598937.2,Delivered,7.12,Y
PO002214,SUP0008,PRD0028,PLT008,2024-06-13,2024,6,2024-06-24,2024-07-23,29,3654,394.91,1443001.14,Delayed,2.43,N
PO002215,SUP0048,PRD0044,PLT006,2021-07-02,2021,7,2021-07-24,2021-07-30,6,4005,1391.34,5572316.7,Delivered,1.26,N
PO002216,SUP0036,PRD0011,PLT007,2023-09-12,2023,9,2023-10-12,2023-10-12,0,2680,323.38,866658.4,Delivered,3.09,Y
PO002217,SUP0084,PRD0054,PLT007,2021-11-17,2021,11,2021-12-06,2021-12-06,0,2066,1720.41,3554367.06,Partial,5.21,Y
PO002218,SUP0095,PRD0052,PLT008,2021-03-27,2021,3,2021-05-07,2021-05-18,11,2490,252.85,629596.5,Delivered,4.16,N
PO002219,SUP0109,PRD0014,PLT008,2021-07-15,2021,7,2021-08-20,2021-09-17,28,4042,615.77,2488942.34,Delivered,0.2,N
PO002220,SUP0045,PRD0040,PLT002,2023-12-28,2023,12,2024-01-14,2024-01-15,1,3985,934.59,3724341.15,Delivered,6.08,N
PO002221,SUP0104,PRD0012,PLT001,2024-11-18,2024,11,2024-11-26,2024-11-21,-5,4632,1153.9,5344864.8,Delivered,3.01,Y
PO002222,SUP0012,PRD0002,PLT004,2022-11-07,2022,11,2022-11-12,2022-11-12,0,4839,1813.59,8775962.01,Cancelled,3.63,Y
PO002223,SUP0048,PRD0023,PLT007,2022-06-23,2022,6,2022-07-15,2022-07-15,0,3625,1601.89,5806851.25,Cancelled,1.59,Y
PO002224,SUP0057,PRD0009,PLT008,2024-01-24,2024,1,2024-02-28,2024-02-28,0,1579,1845.17,2913523.43,Partial,1.42,Y
PO002225,SUP0085,PRD0028,PLT001,2023-11-25,2023,11,2023-12-08,2023-12-08,0,253,1695.67,429004.51,Delayed,4.84,Y
PO002226,SUP0048,PRD0030,PLT002,2023-08-27,2023,8,2023-09-18,2023-09-18,0,2643,606.94,1604142.42,Delivered,1.47,Y
PO002227,SUP0033,PRD0004,PLT008,2023-05-08,2023,5,2023-06-19,2023-06-19,0,1102,420.95,463886.9,Delayed,7.81,Y
PO002228,SUP0071,PRD0011,PLT005,2024-06-09,2024,6,2024-07-01,2024-07-01,0,1301,1493.42,1942939.42,Cancelled,4.32,Y
PO002229,SUP0059,PRD0039,PLT003,2022-02-23,2022,2,2022-03-03,2022-03-03,0,3291,634.04,2086625.64,Delayed,5.94,Y
PO002230,SUP0092,PRD0055,PLT006,2022-11-21,2022,11,2022-12-12,2022-12-12,0,2832,87.04,246497.28,Partial,5.66,Y
PO002231,SUP0054,PRD0048,PLT007,2021-08-14,2021,8,2021-09-12,2021-09-19,7,1963,1475.89,2897172.07,Delivered,3.56,N
PO002232,SUP0010,PRD0048,PLT004,2024-09-08,2024,9,2024-09-25,2024-09-25,0,3869,1046.76,4049914.44,Partial,1.13,Y
PO002233,SUP0007,PRD0001,PLT004,2022-06-24,2022,6,2022-07-21,2022-07-21,0,4449,1252.38,5571838.62,Partial,3.43,Y
PO002234,SUP0047,PRD0049,PLT003,2022-04-21,2022,4,2022-05-11,2022-05-10,-1,2994,329.64,986942.16,Partial,6.81,Y
PO002235,SUP0008,PRD0053,PLT006,2024-12-02,2024,12,2024-12-13,2024-12-22,9,4163,637.52,2653995.76,Delayed,4.5,N
PO002236,SUP0064,PRD0051,PLT002,2024-11-27,2024,11,2024-12-09,2024-12-24,15,2125,870.69,1850216.25,Delivered,7.53,N
PO002237,SUP0105,PRD0003,PLT007,2024-08-19,2024,8,2024-09-29,2024-09-29,0,1860,627.91,1167912.6,Delivered,6.29,Y
PO002238,SUP0068,PRD0047,PLT007,2022-07-07,2022,7,2022-07-17,2022-08-09,23,2077,1858.53,3860166.81,Cancelled,7.1,N
PO002239,SUP0006,PRD0026,PLT008,2024-08-13,2024,8,2024-08-17,2024-08-17,0,4825,1690.62,8157241.5,Delivered,5.06,Y
PO002240,SUP0051,PRD0029,PLT008,2023-09-10,2023,9,2023-10-21,2023-11-19,29,2042,847.78,1731166.76,In Transit,6.62,N
PO002241,SUP0116,PRD0029,PLT008,2024-04-23,2024,4,2024-04-27,2024-04-27,0,1548,1482.61,2295080.28,Delivered,5.97,Y
PO002242,SUP0077,PRD0053,PLT001,2023-10-28,2023,10,2023-11-05,2023-11-05,0,4362,24.18,105473.16,Delayed,7.87,Y
PO002243,SUP0059,PRD0032,PLT008,2024-10-11,2024,10,2024-10-19,2024-11-13,25,910,699.39,636444.9,Delivered,3.91,N
PO002244,SUP0071,PRD0011,PLT004,2024-12-05,2024,12,2024-12-27,2024-12-27,0,2426,1362.0,3304212.0,Delivered,1.39,Y
PO002245,SUP0024,PRD0029,PLT006,2021-08-13,2021,8,2021-08-16,2021-08-24,8,2459,1687.17,4148751.03,Delivered,6.53,N
PO002246,SUP0071,PRD0046,PLT004,2024-04-25,2024,4,2024-05-17,2024-05-17,0,3385,1651.78,5591275.3,In Transit,7.99,Y
PO002247,SUP0116,PRD0018,PLT003,2021-07-02,2021,7,2021-07-06,2021-07-06,0,2734,1023.23,2797510.82,Delivered,4.38,Y
PO002248,SUP0045,PRD0049,PLT004,2022-12-07,2022,12,2022-12-24,2022-12-24,0,4210,1871.38,7878509.8,Delivered,6.32,Y
PO002249,SUP0081,PRD0058,PLT007,2024-05-03,2024,5,2024-06-10,2024-07-10,30,2625,1329.8,3490725.0,In Transit,0.29,N
PO002250,SUP0110,PRD0001,PLT003,2022-04-05,2022,4,2022-04-24,2022-04-24,0,2973,1183.05,3517207.65,Delivered,2.75,Y
PO002251,SUP0071,PRD0052,PLT005,2022-06-12,2022,6,2022-07-04,2022-07-26,22,1758,1215.69,2137183.02,Partial,5.54,N
PO002252,SUP0063,PRD0010,PLT005,2021-11-18,2021,11,2021-12-29,2021-12-29,0,3965,1087.73,4312849.45,Partial,5.13,Y
PO002253,SUP0120,PRD0021,PLT005,2021-06-17,2021,6,2021-07-26,2021-07-26,0,1421,1737.68,2469243.28,In Transit,1.58,Y
PO002254,SUP0018,PRD0010,PLT001,2023-08-28,2023,8,2023-09-16,2023-09-16,0,429,134.89,57867.81,Partial,1.33,Y
PO002255,SUP0035,PRD0048,PLT003,2022-08-21,2022,8,2022-08-24,2022-08-28,4,2219,1547.96,3434923.24,Cancelled,3.55,N
PO002256,SUP0111,PRD0001,PLT007,2022-03-20,2022,3,2022-04-30,2022-05-02,2,1473,1051.28,1548535.44,Cancelled,3.24,N
PO002257,SUP0051,PRD0005,PLT007,2021-02-12,2021,2,2021-03-25,2021-03-25,0,1233,1136.6,1401427.8,Delivered,1.21,Y
PO002258,SUP0048,PRD0033,PLT008,2022-08-22,2022,8,2022-09-13,2022-10-02,19,4718,1794.97,8468668.46,Delivered,2.8,N
PO002259,SUP0008,PRD0003,PLT003,2024-05-09,2024,5,2024-05-20,2024-05-20,0,2681,481.68,1291384.08,Delivered,1.51,Y
PO002260,SUP0006,PRD0055,PLT006,2024-10-15,2024,10,2024-10-19,2024-10-19,0,837,289.61,242403.57,Delayed,6.57,Y
PO002261,SUP0112,PRD0044,PLT004,2023-05-04,2023,5,2023-06-02,2023-06-02,0,2725,365.98,997295.5,Partial,3.6,Y
PO002262,SUP0054,PRD0003,PLT003,2021-06-10,2021,6,2021-07-09,2021-07-09,0,4915,1268.13,6232858.95,Cancelled,4.53,Y
PO002263,SUP0109,PRD0025,PLT007,2023-10-05,2023,10,2023-11-10,2023-11-26,16,3920,1720.21,6743223.2,Delivered,3.06,N
PO002264,SUP0116,PRD0008,PLT001,2021-12-04,2021,12,2021-12-08,2021-12-30,22,1566,805.11,1260802.26,Delivered,1.79,N
PO002265,SUP0033,PRD0041,PLT001,2021-08-24,2021,8,2021-10-05,2021-10-17,12,3802,224.7,854309.4,Delivered,0.82,N
PO002266,SUP0117,PRD0055,PLT001,2024-03-09,2024,3,2024-04-17,2024-04-17,0,2705,1290.19,3489963.95,Cancelled,6.19,Y
PO002267,SUP0040,PRD0002,PLT003,2023-05-05,2023,5,2023-05-23,2023-05-23,0,327,870.09,284519.43,In Transit,1.8,Y
PO002268,SUP0011,PRD0032,PLT005,2024-03-14,2024,3,2024-04-07,2024-04-07,0,3782,1690.08,6391882.56,Partial,1.77,Y
PO002269,SUP0085,PRD0045,PLT007,2024-06-12,2024,6,2024-06-25,2024-06-25,0,675,86.67,58502.25,Delivered,7.66,Y
PO002270,SUP0021,PRD0057,PLT001,2021-07-05,2021,7,2021-08-01,2021-08-01,0,2425,1608.28,3900079.0,Delivered,3.25,Y
PO002271,SUP0059,PRD0045,PLT006,2022-08-12,2022,8,2022-08-20,2022-08-20,0,4530,1922.66,8709649.8,Cancelled,7.72,Y
PO002272,SUP0005,PRD0013,PLT004,2022-01-23,2022,1,2022-02-17,2022-02-17,0,2032,94.15,191312.8,Cancelled,1.12,Y
PO002273,SUP0030,PRD0023,PLT004,2023-02-11,2023,2,2023-03-24,2023-03-24,0,3607,343.09,1237525.63,Cancelled,1.77,Y
PO002274,SUP0051,PRD0026,PLT004,2022-08-13,2022,8,2022-09-23,2022-09-23,0,4058,1448.97,5879920.26,In Transit,1.29,Y
PO002275,SUP0092,PRD0035,PLT008,2021-03-28,2021,3,2021-04-18,2021-04-13,-5,2375,431.25,1024218.75,Cancelled,0.72,Y
PO002276,SUP0082,PRD0059,PLT006,2023-03-16,2023,3,2023-04-09,2023-04-16,7,425,1528.35,649548.75,Delivered,3.64,N
PO002277,SUP0054,PRD0059,PLT007,2021-04-08,2021,4,2021-05-07,2021-05-07,0,1214,1102.08,1337925.12,Delivered,6.23,Y
PO002278,SUP0081,PRD0028,PLT008,2024-10-25,2024,10,2024-12-02,2024-12-06,4,2070,905.07,1873494.9,Cancelled,3.23,N
PO002279,SUP0027,PRD0031,PLT004,2023-01-20,2023,1,2023-01-30,2023-01-30,0,685,1568.35,1074319.75,In Transit,2.49,Y
PO002280,SUP0025,PRD0010,PLT006,2023-08-13,2023,8,2023-08-30,2023-08-30,0,578,801.25,463122.5,Partial,7.38,Y
PO002281,SUP0106,PRD0011,PLT008,2021-12-05,2021,12,2021-12-27,2022-01-22,26,439,1525.93,669883.27,Partial,0.15,N
PO002282,SUP0118,PRD0030,PLT008,2024-02-01,2024,2,2024-03-02,2024-03-30,28,1877,1650.52,3098026.04,Delivered,1.68,N
PO002283,SUP0107,PRD0002,PLT001,2022-11-28,2022,11,2023-01-11,2023-01-11,0,1679,814.65,1367797.35,In Transit,4.81,Y
PO002284,SUP0093,PRD0015,PLT002,2022-06-04,2022,6,2022-06-07,2022-06-07,0,1083,1519.01,1645087.83,Partial,4.82,Y
PO002285,SUP0103,PRD0033,PLT002,2023-11-11,2023,11,2023-11-16,2023-11-16,0,3797,793.6,3013299.2,In Transit,0.12,Y
PO002286,SUP0042,PRD0023,PLT007,2023-08-17,2023,8,2023-09-22,2023-10-13,21,2205,194.17,428144.85,In Transit,7.56,N
PO002287,SUP0002,PRD0032,PLT007,2024-05-26,2024,5,2024-07-07,2024-08-05,29,3272,1792.23,5864176.56,In Transit,5.11,N
PO002288,SUP0083,PRD0003,PLT004,2021-08-28,2021,8,2021-09-14,2021-09-14,0,1381,540.33,746195.73,Delivered,0.54,Y
PO002289,SUP0108,PRD0056,PLT001,2024-04-27,2024,4,2024-05-07,2024-05-07,0,2258,315.53,712466.74,Delivered,7.6,Y
PO002290,SUP0038,PRD0036,PLT006,2021-11-18,2021,11,2021-11-27,2021-12-25,28,537,1080.13,580029.81,Delivered,4.96,N
PO002291,SUP0062,PRD0014,PLT003,2024-07-11,2024,7,2024-08-18,2024-08-18,0,1227,67.03,82245.81,Partial,2.26,Y
PO002292,SUP0061,PRD0057,PLT005,2021-03-12,2021,3,2021-04-25,2021-04-25,0,2943,1749.65,5149219.95,Delivered,7.94,Y
PO002293,SUP0032,PRD0045,PLT004,2022-09-04,2022,9,2022-09-11,2022-09-26,15,3407,559.23,1905296.61,Partial,1.67,N
PO002294,SUP0005,PRD0049,PLT008,2022-11-21,2022,11,2022-12-16,2022-12-16,0,4095,338.27,1385215.65,Delivered,6.0,Y
PO002295,SUP0083,PRD0040,PLT001,2023-07-23,2023,7,2023-08-09,2023-08-17,8,2354,540.61,1272595.94,In Transit,1.77,N
PO002296,SUP0012,PRD0039,PLT006,2024-04-19,2024,4,2024-04-24,2024-05-21,27,1662,1705.59,2834690.58,Delivered,0.11,N
PO002297,SUP0115,PRD0015,PLT008,2024-01-23,2024,1,2024-02-03,2024-02-03,0,639,422.32,269862.48,Delivered,6.76,Y
PO002298,SUP0073,PRD0032,PLT004,2024-07-16,2024,7,2024-08-17,2024-08-17,0,3094,1557.44,4818719.36,Cancelled,0.25,Y
PO002299,SUP0031,PRD0022,PLT007,2021-10-11,2021,10,2021-11-08,2021-11-08,0,1875,1855.45,3478968.75,Delayed,0.9,Y
PO002300,SUP0107,PRD0031,PLT001,2024-12-15,2024,12,2025-01-28,2025-01-28,0,2327,1980.15,4607809.05,Delayed,5.16,Y
PO002301,SUP0119,PRD0051,PLT001,2022-01-13,2022,1,2022-02-22,2022-03-12,18,4441,1823.18,8096742.38,Cancelled,7.04,N
PO002302,SUP0013,PRD0028,PLT007,2022-03-21,2022,3,2022-04-13,2022-05-12,29,1380,130.23,179717.4,Partial,6.83,N
PO002303,SUP0016,PRD0055,PLT007,2024-10-23,2024,10,2024-11-07,2024-11-07,0,4261,1999.22,8518676.42,Partial,2.44,Y
PO002304,SUP0061,PRD0029,PLT002,2021-11-20,2021,11,2022-01-03,2022-01-03,0,2905,1194.78,3470835.9,Partial,4.54,Y
PO002305,SUP0017,PRD0003,PLT003,2023-07-09,2023,7,2023-08-13,2023-08-13,0,2935,742.36,2178826.6,Delivered,2.87,Y
PO002306,SUP0024,PRD0038,PLT003,2021-11-07,2021,11,2021-11-10,2021-11-10,0,3048,10.99,33497.52,Delivered,3.6,Y
PO002307,SUP0070,PRD0014,PLT008,2021-03-21,2021,3,2021-04-12,2021-04-12,0,4787,596.15,2853770.05,Cancelled,4.68,Y
PO002308,SUP0057,PRD0047,PLT002,2023-04-06,2023,4,2023-05-11,2023-05-11,0,1611,1016.58,1637710.38,Delayed,7.32,Y
PO002309,SUP0089,PRD0001,PLT005,2023-02-11,2023,2,2023-03-02,2023-03-17,15,223,674.45,150402.35,Delayed,0.05,N
PO002310,SUP0038,PRD0002,PLT006,2022-09-21,2022,9,2022-09-30,2022-09-30,0,2180,1923.38,4192968.4,Delayed,5.62,Y
PO002311,SUP0118,PRD0060,PLT003,2023-08-09,2023,8,2023-09-08,2023-09-08,0,2403,1869.85,4493249.55,Partial,2.21,Y
PO002312,SUP0074,PRD0060,PLT001,2022-12-14,2022,12,2022-12-25,2022-12-25,0,1117,583.66,651948.22,Delivered,7.51,Y
PO002313,SUP0065,PRD0018,PLT003,2022-04-26,2022,4,2022-05-05,2022-05-06,1,2227,1447.33,3223203.91,Delayed,5.07,N
PO002314,SUP0111,PRD0044,PLT008,2023-02-23,2023,2,2023-04-05,2023-04-05,0,1191,1523.88,1814941.08,Partial,0.02,Y
PO002315,SUP0083,PRD0024,PLT008,2021-06-25,2021,6,2021-07-12,2021-07-12,0,3591,1512.19,5430274.29,Cancelled,7.35,Y
PO002316,SUP0077,PRD0015,PLT002,2021-02-05,2021,2,2021-02-13,2021-02-13,0,1229,14.0,17206.0,Delivered,6.18,Y
PO002317,SUP0116,PRD0024,PLT008,2023-10-05,2023,10,2023-10-09,2023-10-09,0,2790,1575.37,4395282.3,Delivered,3.41,Y
PO002318,SUP0048,PRD0048,PLT007,2024-07-01,2024,7,2024-07-23,2024-07-22,-1,266,1736.4,461882.4,In Transit,0.08,Y
PO002319,SUP0031,PRD0028,PLT008,2023-12-27,2023,12,2024-01-24,2024-01-24,0,953,307.03,292599.59,Delivered,7.19,Y
PO002320,SUP0091,PRD0051,PLT007,2023-07-05,2023,7,2023-07-29,2023-08-21,23,3923,1586.29,6223015.67,In Transit,4.57,N
PO002321,SUP0044,PRD0032,PLT008,2023-05-11,2023,5,2023-06-07,2023-06-27,20,2509,265.64,666490.76,Partial,3.06,N
PO002322,SUP0002,PRD0020,PLT006,2022-07-02,2022,7,2022-08-13,2022-08-13,0,1112,354.01,393659.12,Delayed,1.17,Y
PO002323,SUP0040,PRD0053,PLT006,2023-01-17,2023,1,2023-02-04,2023-02-27,23,2472,1288.61,3185443.92,Delivered,5.24,N
PO002324,SUP0030,PRD0040,PLT002,2023-11-02,2023,11,2023-12-13,2023-12-13,0,2391,1030.12,2463016.92,In Transit,6.2,Y
PO002325,SUP0017,PRD0005,PLT004,2023-07-27,2023,7,2023-08-31,2023-09-12,12,3467,1475.15,5114345.05,Delivered,3.8,N
PO002326,SUP0010,PRD0046,PLT002,2024-12-28,2024,12,2025-01-14,2025-01-14,0,2263,1784.03,4037259.89,Cancelled,1.79,Y
PO002327,SUP0032,PRD0049,PLT001,2023-01-17,2023,1,2023-01-24,2023-01-24,0,3313,278.85,923830.05,Partial,7.44,Y
PO002328,SUP0104,PRD0046,PLT006,2021-12-03,2021,12,2021-12-11,2021-12-11,0,596,1494.83,890918.68,Delivered,4.34,Y
PO002329,SUP0080,PRD0047,PLT007,2023-03-10,2023,3,2023-03-30,2023-03-30,0,2552,1646.88,4202837.76,Partial,6.78,Y
PO002330,SUP0041,PRD0048,PLT002,2022-03-22,2022,3,2022-04-21,2022-04-21,0,1004,249.31,250307.24,Delivered,5.16,Y
PO002331,SUP0106,PRD0014,PLT007,2023-09-17,2023,9,2023-10-09,2023-10-09,0,801,1095.65,877615.65,Delayed,5.53,Y
PO002332,SUP0102,PRD0014,PLT001,2021-05-09,2021,5,2021-05-30,2021-06-21,22,581,496.93,288716.33,Cancelled,1.56,N
